RefAxon;Anno;Mese;URL;Frequenza;Flg_Minerva;Data_Ultimo_Aggiornamento;Tipologia
DS-1944;2009;11;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/11_Novembre_2009.csv;SETTIMANALE;S;2024-08-02 13:38:54;OPEN
DS-1944;2009;10;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/10_Ottobre_2009.csv;SETTIMANALE;S;2024-08-02 13:37:45;OPEN
DS-1944;2009;09;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/09_Settembre_2009.csv;SETTIMANALE;S;2024-08-02 13:36:51;OPEN
DS-1944;2009;08;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/08_Agosto_2009.csv;SETTIMANALE;S;2024-08-02 13:35:39;OPEN
DS-1944;2009;07;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/07_Luglio_2009.csv;SETTIMANALE;S;2024-08-02 13:34:35;OPEN
DS-1944;2009;06;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/06_Giugno_2009.csv;SETTIMANALE;S;2024-08-02 13:33:24;OPEN
DS-1944;2009;05;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/05_Maggio_2009.csv;SETTIMANALE;S;2024-08-02 13:28:36;OPEN
DS-1944;2009;04;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/04_Aprile_2009.csv;SETTIMANALE;S;2024-08-02 13:27:05;OPEN
DS-1944;2009;03;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/03_Marzo_2009.csv;SETTIMANALE;S;2024-08-02 13:25:55;OPEN
DS-1944;2009;02;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/02_Febbraio_2009.csv;SETTIMANALE;S;2024-08-02 13:20:46;OPEN
DS-1944;2009;01;https://rerdatahub.blob.core.windows.net/open-datahub/DS-1944/2009/01_Gennaio_2009.csv;SETTIMANALE;S;2024-08-02 13:11:42;OPEN
