date, pm25, pm10, o3, no2, co
2021/7/5, 34, 15, 55, 24, 
2021/7/6, 38, 17, 48, 27, 
2021/7/7, 42, 22, 42, 27, 
2021/7/8, 50, 11, 43, 22, 
2021/7/9, 25, 14, 66, 19, 
2021/7/10, 38, 16, 66, 14, 
2021/7/11, 46, 16, 53, 24, 
2021/7/12, 38, 16, 35, 39, 
2021/7/13, 30, 13, 33, 23, 
2021/7/14, 25, 13, 41, 22, 
2021/7/15, 30, 17, 29, 27, 
2021/7/16, 46, 19, 37, 23, 
2021/7/17, 42, 14, 45, 17, 
2021/7/18, 30, 18, 46, 29, 
2021/7/19, 42, 20, 58, 27, 
2021/7/20, 53, 23, 55, 30, 
2021/7/21, 57, 23, 53, 25, 
2021/7/22, 53, 22, 61, 26, 
2021/7/23, 55, 20, 53, 19, 
2021/7/24, 50, 17, 43, 13, 
2021/7/25, 42, 30, 40, 30, 
2021/7/26, 57, 26, 39, 23, 
2021/7/27, 53, 27, 44, 27, 
2021/7/28, 55, 27, 61, 29, 
2021/7/29, 55, 20, 68, 24, 
2021/7/30, 53, 20, 60, 18, 
2021/7/31, 50, 19, 39, 15, 
2021/8/1, 38, 18, 35, 20, 
2021/8/2, 30, 16, 48, 21, 
2021/8/3, 30, 20, 35, 38, 
2021/8/4, 46, 15, 34, 18, 
2021/8/5, 30, 12, 36, 15, 
2021/8/6, 21, 11, 37, 15, 
2021/8/7, 25, 11, 36, 11, 
2021/8/8, 30, 17, 49, 21, 
2021/8/9, 42, 19, 48, 24, 
2021/8/10, 46, 27, 72, 22, 
2021/8/11, 59, 23, 64, 19, 
2021/8/12, 55, 23, 51, 19, 
2021/8/13, 57, 20, 71, 22, 
2021/8/14, 53, 23, 71, 15, 
2021/8/15, 55, 39, 51, 20, 
2021/8/16, 63, 15, 43, 14, 
2021/8/17, 30, 15, 39, 16, 
2021/8/18, 30, 14, 43, 15, 
2021/8/19, 34, 16, 48, 23, 
2021/8/20, 42, 15, 58, 17, 
2021/8/21, 46, 16, 60, 13, 
2021/8/22, 46, 16, 34, 21, 
2021/8/23, 34, 12, 36, 22, 
2021/8/24, 30, 11, 37, 21, 
2021/8/25, 25, 11, 52, 22, 
2021/8/26, 25, 12, 37, 18, 
2021/8/27, 25, 8, 34, 27, 
2021/8/28, 25, 6, 36, 15, 
2021/8/29, 21, 14, 42, 29, 
2021/8/30, 42, 15, 38, 26, 
2021/8/31, 42, 17, 45, 27, 
2021/9/1, 46, 17, 40, 29, 
2021/9/2, 46, 15, 45, 28, 
2021/9/3, 46, 13, 37, 21, 
2021/9/4, 38, 13, 46, 22, 
2021/9/5, 46, 20, 45, 28, 
2021/9/6, 55, 23, , 33, 
2021/9/7, 57, 31, , 29, 
2021/9/8, 72, 23, 51, 33, 
2021/9/9, 59, 25, 55, 45, 
2021/9/10, 57, 25, 65, 26, 
2021/9/11, 61, 23, 66, 27, 
2021/9/12, 59, 24, 61, 31, 
2021/9/13, 59, 27, 61, 43, 
2021/9/14, 61, 24, 38, 36, 
2021/9/15, 50, 23, 34, 29, 
2021/9/16, 50, 21, 26, 23, 
2021/9/17, 34, 17, 33, 25, 
2021/9/18, 30, 8, 28, 23, 
2021/9/19, 13, 13, 36, 27, 
2021/9/20, 38, 16, 27, 27, 
2021/9/21, 50, 15, 35, 30, 
2021/9/22, 50, 15, 34, 29, 
2021/9/23, 42, 17, 46, 34, 
2021/9/24, 46, 20, 46, 30, 
2021/9/25, 46, , 26, , 
2021/9/28, 74, 37, 38, 38, 
2021/9/29, 87, 21, 23, , 
2021/9/30, 50, 14, , 31, 
2021/4/1, 38, 10, 41, 19, 
2021/4/2, 13, 19, 38, 22, 
2021/4/3, 30, 11, 33, 16, 
2021/4/4, 30, 9, 28, 19, 
2021/4/5, 21, 17, 23, 30, 
2021/4/6, 30, 14, 29, 24, 
2021/4/7, 42, 11, 32, 29, 
2021/4/8, 42, 18, 36, 27, 
2021/4/9, 50, , 24, 35, 
2021/4/10, 38, , 20, 16, 
2021/4/11, 38, , 18, 26, 
2021/4/12, 21, 9, 23, 30, 
2021/4/13, 13, 18, 29, 31, 
2021/4/14, 25, 20, 25, 41, 
2021/4/15, 38, 20, 33, 37, 
2021/4/16, 46, 18, 35, 30, 
2021/4/17, 42, 16, 29, 27, 
2021/4/18, 53, 15, 34, 27, 
2021/4/19, 50, 13, , 27, 
2021/4/20, 46, 13, , 33, 
2021/4/21, 42, 21, 22, 35, 
2021/4/22, 50, 20, 28, 35, 
2021/4/23, 46, 13, 33, 28, 
2021/4/24, 34, 13, 44, 29, 
2021/4/25, 34, 22, 26, 33, 
2021/4/26, 46, 20, 24, 36, 
2021/4/27, 30, 20, 19, 27, 
2021/4/28, 46, 20, 14, 27, 
2021/4/29, 38, 19, 25, 32, 
2021/4/30, 30, 16, 22, 17, 
2021/5/1, 30, 14, 36, 13, 
2021/5/2, 46, 15, 34, 24, 
2021/5/3, 38, 13, 38, 27, 
2021/5/4, 38, 12, 35, 30, 
2021/5/5, 38, 15, 30, 25, 
2021/5/6, 21, 15, 26, 33, 
2021/5/7, 25, 18, 30, 21, 
2021/5/8, 38, 14, 39, 19, 
2021/5/9, 46, 21, 39, 26, 
2021/5/10, 46, 14, 27, , 
2021/5/11, 13, 10, 30, , 
2021/5/12, 17, 10, 30, 25, 
2021/5/13, 13, 12, 28, 33, 
2021/5/14, 25, 10, 30, 17, 
2021/5/15, 25, 6, 24, 18, 
2021/5/16, 17, 14, 34, 21, 
2021/5/17, 34, 13, 35, 16, 
2021/5/18, 30, 13, 35, 23, 
2021/5/19, 50, 12, 41, 32, 
2021/5/20, 46, 10, 39, 17, 
2021/5/21, 30, 12, 36, 16, 
2021/5/22, 42, 14, 41, 19, 
2021/5/23, 34, 12, 32, 23, 
2021/5/24, 21, 17, 29, 20, 
2021/5/25, 38, 16, 37, 22, 
2021/5/26, 34, 14, 43, 22, 
2021/5/27, 30, 12, 41, 27, 
2021/5/28, 30, 10, 43, 21, 
2021/5/29, 21, 9, 39, 12, 
2021/5/30, 30, 12, 41, 31, 
2021/5/31, 34, 14, 45, , 
2021/6/1, 38, 16, 49, 14, 
2021/6/2, 50, 20, 62, 26, 
2021/6/3, 50, 17, , 25, 
2021/6/4, 42, 15, 39, 9, 
2021/6/5, 38, 13, 37, 16, 
2021/6/6, 21, 13, 35, 20, 
2021/6/7, 38, 17, 33, 17, 
2021/6/8, 38, 20, 58, 29, 
2021/6/9, 50, 19, 45, 28, 
2021/6/10, 53, 17, 37, 33, 
2021/6/11, 46, 10, 52, 22, 
2021/6/12, 42, 13, 63, 15, 
2021/6/13, 46, 19, 42, 23, 
2021/6/14, 42, 18, 46, 27, 
2021/6/15, 38, 19, 51, 30, 
2021/6/16, 46, 20, 64, 25, 
2021/6/17, 50, 16, 61, 30, 
2021/6/18, 42, 13, 41, 16, 
2021/6/19, 30, 37, 39, 19, 
2021/6/20, 46, 40, 45, 25, 
2021/6/21, 46, 28, 43, 25, 
2021/6/22, 38, 20, 45, 32, 
2021/6/23, 42, 19, 45, 26, 
2021/6/24, 42, 12, 52, 33, 
2021/6/25, 38, 14, 56, 19, 
2021/6/26, 30, 13, 61, 15, 
2021/6/27, 34, , 53, 28, 
2021/6/30, 17, 15, 41, 20, 
2021/1/4, 61, 20, 3, 30, 
2021/1/5, 55, 23, , 26, 
2021/1/6, 65, 29, 5, 34, 
2021/1/7, 72, 37, 9, 36, 
2021/1/8, 102, 36, 8, 30, 
2021/1/9, 95, 25, 9, 22, 
2021/1/10, 78, 25, 5, 34, 
2021/1/11, 74, 33, 9, 36, 
2021/1/12, 70, 37, 8, 40, 
2021/1/13, 89, 52, 4, 45, 
2021/1/14, 119, 46, 3, 34, 
2021/1/15, 99, 33, 8, 37, 
2021/1/16, 76, 43, 5, 30, 
2021/1/17, 104, 62, 6, 38, 
2021/1/18, 154, 64, 3, 38, 
2021/1/19, 155, 69, 3, 38, 
2021/1/20, 162, 79, 3, 37, 
2021/1/21, 166, 57, 3, 34, 
2021/1/22, 122, 3, 12, 36, 
2021/1/23, 13, 10, 7, 35, 
2021/1/24, 34, 25, 13, 38, 
2021/1/25, 57, 18, 21, 38, 
2021/1/26, 46, 24, 8, 39, 
2021/1/27, 59, 30, 7, 39, 
2021/1/28, 63, 53, 4, 41, 
2021/1/29, 104, 45, 10, 43, 
2021/1/30, 91, 18, 9, 27, 
2021/1/31, 55, 27, 6, 36, 
2021/2/1, 53, 47, 3, 33, 
2021/2/2, 93, 58, 3, 33, 
2021/2/4, 89, 46, 3, 32, 
2021/2/5, 97, 34, 7, 29, 
2021/2/6, 68, 25, 9, 28, 
2021/2/7, 57, 20, 13, 41, 
2021/2/8, 13, 24, 11, 31, 
2021/2/9, 50, 18, 13, 43, 
2021/2/10, 34, 27, 13, 25, 
2021/2/11, 59, 27, 21, 34, 
2021/2/12, 57, 34, 28, 37, 
2021/2/13, 63, 41, 22, 39, 
2021/2/14, 85, 24, 19, 45, 
2021/2/15, 59, 18, 22, 35, 
2021/2/16, 46, 52, 16, 43, 
2021/2/17, 95, 59, 5, 42, 
2021/2/18, 127, 59, 16, 43, 
2021/2/19, 129, 56, 17, 51, 
2021/2/20, 114, 42, 21, 40, 
2021/2/21, 91, 40, 19, 45, 
2021/2/22, 82, 57, 21, 46, 
2021/2/23, 117, 51, 26, 51, 
2021/2/24, 80, 57, 25, 45, 
2021/2/25, 70, 58, 16, 56, 
2021/2/26, 63, 50, 24, 26, 
2021/2/27, 63, 15, 20, 26, 
2021/2/28, 34, 19, 29, 42, 
2021/3/1, 50, 30, 28, 49, 
2021/3/2, 70, 25, 31, 50, 
2021/3/3, 63, 36, 29, 54, 
2021/3/4, 76, 28, 29, 42, 
2021/3/5, 53, 20, 19, 31, 
2021/3/6, 30, 16, 27, 29, 
2021/3/7, 42, 28, 22, 37, 
2021/3/8, 59, , 18, 33, 
2021/3/10, 76, 29, 24, 42, 
2021/3/11, 68, 49, 18, 32, 
2021/3/12, 99, 16, 32, 23, 
2021/3/13, 30, 7, 28, 17, 
2021/3/14, 13, 14, 20, 30, 
2021/3/15, 25, 13, 30, 39, 
2021/3/16, 34, 14, 30, 35, 
2021/3/17, 42, 13, 28, 33, 
2021/3/18, 34, 22, 27, 36, 
2021/3/19, 53, 17, 31, 27, 
2021/3/20, 53, 11, 33, 26, 
2021/3/21, 34, 14, 31, 38, 
2021/3/22, 42, 14, 30, 31, 
2021/3/23, 34, 21, 35, 47, 
2021/3/24, 57, 30, 35, 42, 
2021/3/25, 74, 26, 40, 30, 
2021/3/26, 65, 22, 33, 40, 
2021/3/27, 57, 15, 39, 26, 
2021/3/28, 46, 24, 41, 30, 
2021/3/29, 57, 29, 44, 42, 
2021/3/30, 63, 21, 39, 38, 
2021/3/31, 42, 16, 48, 27, 
2020/10/1, 30, 10, 27, 41, 
2020/10/2, 13, 8, 26, 24, 
2020/10/3, 13, 9, 23, 22, 
2020/10/4, 13, 11, 18, 36, 
2020/10/5, 21, 15, 14, 28, 
2020/10/6, 30, 25, 21, 33, 
2020/10/7, 55, 22, 19, 42, 
2020/10/8, 59, 27, 20, 53, 
2020/10/9, 63, 22, 26, 34, 
2020/10/10, 55, 7, 13, 22, 
2020/10/11, 17, 6, 12, 37, 
2020/10/12, 13, 7, 15, 43, 
2020/10/13, 21, 11, 16, 39, 
2020/10/14, 30, 13, , 26, 
2020/10/15, 30, 11, 15, 32, 
2020/10/16, 34, 18, 18, 43, 
2020/10/17, 42, 17, 22, 36, 
2020/10/18, 53, 20, 17, 42, 
2020/10/19, 61, 22, 15, 42, 
2020/10/20, 61, 25, 20, 48, 
2020/10/21, 65, 36, 16, 44, 
2020/10/22, 70, 53, 3, 30, 
2020/10/23, 89, 45, 7, 31, 
2020/10/24, 76, 17, 19, 35, 
2020/10/25, 30, 5, 25, 28, 
2020/10/26, 13, 10, 19, 37, 
2020/10/27, 30, 13, 16, 40, 
2020/10/28, 34, 17, 15, 38, 
2020/10/29, 50, 31, 11, 43, 
2020/10/30, 65, 33, 17, 35, 
2020/10/31, 72, 29, 11, 31, 
2020/11/1, 70, 31, 5, 32, 
2020/11/2, 72, 59, 3, 28, 
2020/11/3, 114, 49, 9, 32, 
2020/11/4, 102, 27, 13, 38, 
2020/11/5, 68, 19, 17, 34, 
2020/11/6, 53, 32, 16, 38, 
2020/11/7, 74, 30, 17, 32, 
2020/11/8, 74, 23, 13, 39, 
2020/11/9, 57, 37, 7, 33, 
2020/11/10, 80, 52, 3, 31, 
2020/11/11, 114, 53, 4, 36, 
2020/11/12, 119, 56, 3, 28, 
2020/11/13, 117, 71, 3, 24, 
2020/11/14, 132, 59, 6, 23, 
2020/11/15, 132, 36, 4, 28, 
2020/11/16, 85, 32, 13, 38, 
2020/11/17, 76, 28, 7, 33, 
2020/11/18, 68, 29, 7, 35, 
2020/11/19, 72, 18, 10, 34, 
2020/11/20, 53, 16, 20, 35, 
2020/11/21, 38, 16, 17, 36, 
2020/11/22, 53, 20, 14, 45, 
2020/11/23, 59, 34, 11, 43, 
2020/11/24, 85, 33, 6, 42, 
2020/11/25, 80, 51, 4, 37, 
2020/11/26, 119, 61, 3, 33, 
2020/11/27, 153, 77, 3, 30, 
2020/11/28, 166, 59, 5, 26, 
2020/11/29, 149, 25, 8, 36, 
2020/11/30, 59, 26, 4, 35, 
2020/12/1, 65, 11, 11, 28, 
2020/12/2, 50, 10, 4, 37, 
2020/12/3, 38, 13, 20, 37, 
2020/12/4, 30, 10, 22, 30, 
2020/12/5, 30, 18, 14, 34, 
2020/12/6, 38, 9, 17, 43, 
2020/12/7, 21, 12, 11, 25, 
2020/12/8, 46, 8, 12, 31, 
2020/12/9, 30, 24, 7, 30, 
2020/12/10, 63, 38, 6, 32, 
2020/12/11, 80, 32, 5, 29, 
2020/12/12, 82, 26, 13, 32, 
2020/12/13, 61, 33, 9, 34, 
2020/12/14, 70, 33, 9, 33, 
2020/12/15, 80, 40, , 37, 
2020/12/16, 89, 49, , 35, 
2020/12/17, 102, 54, 3, 32, 
2020/12/18, 119, 53, 3, 28, 
2020/12/19, 104, 49, 4, 29, 
2020/12/20, 99, 39, 3, 32, 
2020/12/21, 85, 38, 3, 34, 
2020/12/22, 87, 43, 3, 33, 
2020/12/23, 97, 50, 3, 29, 
2020/12/24, 78, 15, 12, 23, 
2020/12/25, 25, 10, 15, 27, 
2020/12/26, 17, 11, 13, 29, 
2020/12/27, 30, 8, 11, 30, 
2020/12/28, 30, 20, 17, 27, 
2020/12/29, 61, 34, 7, 28, 
2020/12/31, 65, 48, 4, 26, 
2021/1/1, 129, 30, 3, 31, 
2021/1/2, 80, 15, 4, 31, 
2021/1/3, 50, 25, 7, 29, 
2020/7/1, 30, 22, 48, 30, 
2020/7/2, 38, 11, 39, 33, 
2020/7/3, 25, 8, 38, 34, 
2020/7/4, 30, 10, 46, 20, 
2020/7/5, 34, 15, 54, 33, 
2020/7/6, 42, 21, 32, 20, 
2020/7/7, 30, 18, 45, 31, 
2020/7/8, 30, 17, 61, 31, 
2020/7/9, 46, 20, 72, 33, 
2020/7/10, 50, 22, 53, 20, 
2020/7/11, 50, 10, 34, 14, 
2020/7/12, 25, 13, 36, 23, 
2020/7/13, 25, 13, 41, 29, 
2020/7/14, 30, 10, 36, 30, 
2020/7/15, 25, 17, 57, 37, 
2020/7/16, 38, 16, 37, 23, 
2020/7/17, 34, 10, 39, 21, 
2020/7/18, 21, 10, 48, 17, 
2020/7/19, 21, 18, 61, 33, 
2020/7/20, 42, 16, 66, 35, 
2020/7/21, 42, 21, 58, 35, 
2020/7/22, 50, 12, 53, 30, 
2020/7/23, 25, 12, 30, 27, 
2020/7/24, 21, 9, 45, 25, 
2020/7/25, 17, 13, 46, 20, 
2020/7/26, 30, 17, 56, 28, 
2020/7/27, 42, 20, 74, 29, 
2020/7/28, 50, 22, 68, 31, 
2020/7/29, 53, , 74, , 
2020/7/31, 42, , 83, 28, 
2020/8/4, 25, 11, 26, 30, 
2020/8/5, 34, 21, 37, 25, 
2020/8/6, 50, 21, 46, 26, 
2020/8/7, 61, 24, 51, 33, 
2020/8/8, 57, 20, 54, 26, 
2020/8/9, 53, 26, 55, 22, 
2020/8/10, 30, 24, 59, 29, 
2020/8/11, 53, 23, 49, 20, 
2020/8/12, 46, 24, 50, 24, 
2020/8/13, 46, 20, 49, 16, 
2020/8/14, 42, 20, 46, 10, 
2020/8/15, 34, 18, 48, 13, 
2020/8/16, 34, 18, 44, 22, 
2020/8/17, 34, 11, 39, 20, 
2020/8/18, 30, 13, 45, 18, 
2020/8/19, 30, 19, 48, 19, 
2020/8/20, 38, 13, 57, 19, 
2020/8/21, 34, 13, 60, 22, 
2020/8/22, 25, 18, 41, 13, 
2020/8/23, 30, , 42, , 
2020/8/26, 38, 19, 44, 20, 
2020/8/27, 38, 10, 39, 17, 
2020/8/28, 21, 11, 33, 12, 
2020/8/29, 25, 11, 30, 12, 
2020/8/30, 17, 11, 21, 25, 
2020/8/31, 21, 14, 35, 25, 
2020/9/1, 34, 14, 30, 24, 
2020/9/2, 46, 14, 37, 29, 
2020/9/3, 46, 15, 47, 27, 
2020/9/4, 50, 15, 58, 24, 
2020/9/5, 42, 10, 50, 19, 
2020/9/6, 25, , 43, 36, 
2020/9/7, 55, 18, 41, 27, 
2020/9/8, 42, 16, 46, 41, 
2020/9/9, 50, 24, 51, 27, 
2020/9/10, 50, 23, 52, 35, 
2020/9/11, 50, 21, 49, 38, 
2020/9/12, 55, 30, 49, 29, 
2020/9/13, 65, 30, 45, 39, 
2020/9/14, 70, 30, 48, 43, 
2020/9/15, 63, 30, 49, 36, 
2020/9/16, 63, 26, 45, 38, 
2020/9/17, 61, 24, 42, 28, 
2020/9/18, 55, 23, 36, 24, 
2020/9/19, 46, 20, 29, 24, 
2020/9/20, 46, 13, 39, 27, 
2020/9/21, 34, 15, 19, 28, 
2020/9/22, 25, 7, 22, 21, 
2020/9/23, 13, 6, 22, 35, 
2020/9/25, 13, 3, 25, 34, 
2020/9/26, 13, 4, 19, 23, 
2020/9/27, 13, 11, 19, 44, 
2020/9/28, 42, 17, 22, 49, 
2020/9/29, 50, 17, 26, 53, 
2020/9/30, 46, 12, 21, 40, 
2020/4/1, 50, 19, 36, 33, 
2020/4/2, 59, 20, 38, 33, 
2020/4/3, 61, 21, 40, 31, 
2020/4/4, 63, 20, 38, 21, 
2020/4/5, 57, 27, 42, 27, 
2020/4/6, 72, 27, 41, 31, 
2020/4/7, 70, 19, 41, 32, 
2020/4/8, 55, 17, 43, 36, 
2020/4/9, 50, 18, 50, 31, 
2020/4/10, 55, 19, 54, 27, 
2020/4/11, 59, 9, 43, 9, 
2020/4/12, 34, 13, 46, 15, 
2020/4/13, 53, 17, 43, 15, 
2020/4/14, 50, 16, 33, 25, 
2020/4/15, 38, 14, 38, 27, 
2020/4/16, 42, 18, 42, 30, 
2020/4/17, 53, 17, 43, 24, 
2020/4/18, 38, 20, 38, 15, 
2020/4/19, 46, 14, 20, 28, 
2020/4/20, 25, 16, 19, 25, 
2020/4/21, 34, 21, 36, 29, 
2020/4/22, 55, 25, 37, 28, 
2020/4/23, 61, 20, 47, 23, 
2020/4/24, 59, 14, 39, 8, 
2020/4/25, 42, 11, 43, 20, 
2020/4/26, 25, 10, , 17, 
2020/4/27, 25, 8, 25, 18, 
2020/4/28, 21, 11, 28, 28, 
2020/4/29, 30, 8, 26, 11, 
2020/4/30, 13, 6, 28, 13, 
2020/5/1, 13, 9, 33, 15, 
2020/5/2, 30, 12, 31, 15, 
2020/5/3, 38, 12, 40, 29, 
2020/5/4, 42, 12, 39, 26, 
2020/5/5, 38, 17, 26, 26, 
2020/5/6, 42, 15, 41, 27, 
2020/5/7, 38, 17, , 24, 
2020/5/8, 46, 10, 43, 17, 
2020/5/9, 34, 12, 42, 14, 
2020/5/10, 34, 4, 30, 17, 
2020/5/11, 13, 8, 26, 25, 
2020/5/12, 21, 13, 22, 24, 
2020/5/13, 25, 26, 26, 25, 
2020/5/14, 53, 15, 32, 27, 
2020/5/15, 38, 11, 25, 23, 
2020/5/19, 53, 15, , 32, 
2020/5/20, 46, 11, 38, 29, 
2020/5/21, 42, 15, 46, 33, 
2020/5/22, 53, 14, 41, 16, 
2020/5/23, 50, 13, 36, 14, 
2020/5/24, 42, 10, 42, 26, 
2020/5/25, 38, 15, 33, 20, 
2020/5/26, 38, 9, 35, 22, 
2020/5/27, 30, 8, 45, 27, 
2020/5/29, 21, 8, 33, 24, 
2020/5/30, 25, 10, 35, 18, 
2020/5/31, 25, 11, 39, 20, 
2020/6/1, 21, 9, 41, 16, 
2020/6/2, 21, 5, 34, 20, 
2020/6/3, 17, 4, 25, 38, 
2020/6/4, 13, 7, 31, 22, 
2020/6/5, 17, 7, 29, 11, 
2020/6/6, 17, 8, 26, 13, 
2020/6/7, 25, 13, 19, 20, 
2020/6/8, 46, , 24, 25, 
2020/6/9, 30, 6, 31, 25, 
2020/6/10, 25, 9, , 24, 
2020/6/11, 30, 8, 34, 27, 
2020/6/12, 34, 9, 33, 22, 
2020/6/13, 30, 8, 35, 15, 
2020/6/14, 13, 6, 25, 19, 
2020/6/15, 25, 11, 36, 23, 
2020/6/16, 25, 8, 34, 20, 
2020/6/17, 30, 7, 36, 15, 
2020/6/18, 25, 5, 34, 29, 
2020/6/20, 21, 8, 43, 19, 
2020/6/21, 34, 10, 45, 29, 
2020/6/22, 38, , 59, 27, 
2020/6/25, 21, 19, 48, 27, 
2020/6/26, 42, 12, 48, 27, 
2020/6/27, 34, 14, 64, 18, 
2020/6/28, 34, 12, 44, 23, 
2020/6/29, 25, 19, , 33, 
2020/6/30, 34, 18, 42, 27, 
2020/1/1, 87, 51, 7, 34, 
2020/1/2, 124, 30, 7, 39, 
2020/1/3, 78, 24, 10, 32, 
2020/1/4, 63, 27, 6, 34, 
2020/1/5, 70, 33, 7, 29, 
2020/1/6, 82, 50, 3, 30, 
2020/1/7, 117, 49, 3, 30, 
2020/1/8, 109, 48, 3, , 
2020/1/9, 97, 55, 3, 65, 
2020/1/10, 109, 55, 12, 38, 
2020/1/11, 127, 43, 11, 37, 
2020/1/12, 91, 51, 6, 33, 
2020/1/13, 107, 63, 3, 34, 
2020/1/14, 153, 82, 3, 38, 
2020/1/15, 169, 78, 3, 39, 
2020/1/16, 164, 44, 10, 46, 
2020/1/17, 91, 27, 9, 33, 
2020/1/18, 72, 29, 10, 32, 
2020/1/19, 74, 33, 9, 34, 
2020/1/20, 78, 35, 8, 35, 
2020/1/21, 80, 31, 11, 38, 
2020/1/22, 76, 48, 3, 36, 
2020/1/23, 107, 62, 3, 35, 
2020/1/24, 154, 69, 3, 32, 
2020/1/25, 160, 52, 9, 26, 
2020/1/26, 122, 33, 7, 36, 
2020/1/27, 74, 54, 3, 31, 
2020/1/28, 119, 19, 16, 36, 
2020/1/29, 46, 32, 11, 41, 
2020/1/30, 59, 39, 7, 39, 
2020/1/31, 82, 58, 4, 35, 
2020/2/1, 137, 40, 3, 27, 
2020/2/2, 93, 27, 3, 28, 
2020/2/3, 65, 13, 28, 27, 
2020/2/4, 38, 13, 26, 34, 
2020/2/5, 42, , 13, 33, 
2020/2/6, 53, , , 41, 
2020/2/7, 68, 49, , 35, 
2020/2/8, 117, 48, , 38, 
2020/2/9, 109, 61, , 43, 
2020/2/10, 149, , , 33, 
2020/2/13, 61, 44, , 44, 
2020/2/14, 95, 34, , 45, 
2020/2/15, 80, 55, , 40, 
2020/2/16, 142, 46, , 31, 
2020/2/17, 102, 56, , 32, 
2020/2/18, 127, , , 28, 
2020/2/21, 82, 56, , 39, 
2020/2/22, 132, 45, 26, 39, 
2020/2/23, 104, 49, 21, 33, 
2020/2/24, 109, 43, 18, 34, 
2020/2/25, 89, 17, 29, 28, 
2020/2/26, 42, 4, 28, 19, 
2020/2/27, 13, 13, 28, 40, 
2020/2/28, 42, 20, 23, 33, 
2020/2/29, 55, 33, 22, 18, 
2020/3/1, 82, 16, 24, 32, 
2020/3/2, 38, 9, 17, 26, 
2020/3/3, 21, 16, 19, 33, 
2020/3/4, 42, 20, 15, 44, 
2020/3/5, 46, 21, 22, 37, 
2020/3/6, 59, 31, 22, 42, 
2020/3/7, 72, 13, 29, 47, 
2020/3/8, 38, 22, 22, 44, 
2020/3/9, 59, 23, 23, 43, 
2020/3/10, 65, 20, 26, 37, 
2020/3/11, 57, 30, 31, 30, 
2020/3/12, 76, 20, 20, 31, 
2020/3/13, 55, 26, 24, 19, 
2020/3/14, 68, 11, 29, 21, 
2020/3/15, 38, 18, 30, 40, 
2020/3/16, 57, 24, 32, 38, 
2020/3/17, 68, 32, 40, 36, 
2020/3/18, 76, 27, 39, 32, 
2020/3/19, 70, 31, 34, 33, 
2020/3/20, 80, 24, 38, 22, 
2020/3/21, 63, 19, 24, 14, 
2020/3/22, 50, 14, 28, 21, 
2020/3/23, 38, 17, 30, 28, 
2020/3/24, 55, 20, 26, 19, 
2020/3/25, 50, 14, 24, 20, 
2020/3/26, 46, 36, 15, 20, 
2020/3/27, 61, 72, 35, 19, 
2020/3/28, 72, 67, 35, 25, 
2020/3/29, 63, 42, 27, 25, 
2020/3/30, 55, 10, 30, 26, 
2020/3/31, 34, 14, 32, 27, 
2019/10/1, 30, 10, 19, 29, 
2019/10/2, 21, 10, 23, 34, 
2019/10/3, 30, 8, 20, 32, 
2019/10/4, 21, 19, 27, 43, 
2019/10/5, 53, 16, 26, 24, 
2019/10/6, 38, 14, 14, 31, 
2019/10/7, 34, 17, 17, 34, 
2019/10/8, 50, 20, 30, 27, 
2019/10/9, 53, 42, 19, 36, 
2019/10/10, 91, 38, 20, 40, 
2019/10/11, 82, 50, 19, 32, 
2019/10/12, 104, 48, 21, 33, 
2019/10/13, 95, 50, 19, 33, 
2019/10/14, 104, 30, 22, 25, 
2019/10/15, 61, 11, 23, 40, 
2019/10/16, 21, 11, 22, 33, 
2019/10/17, 21, 15, 17, 35, 
2019/10/18, 38, 15, 28, 35, 
2019/10/19, 38, 15, 31, 28, 
2019/10/22, 61, 37, 21, 36, 
2019/10/23, 72, 39, 6, 30, 
2019/10/24, 87, 36, 11, 32, 
2019/10/25, 74, 30, 21, 32, 
2019/10/26, 72, 23, 22, 35, 
2019/10/27, 59, 39, 8, 31, 
2019/10/29, 102, 20, 6, 26, 
2019/10/30, 50, 12, 5, 27, 
2019/10/31, 38, 16, 9, 25, 
2019/11/1, 50, 27, 7, 26, 
2019/11/2, 68, , 3, 20, 
2019/11/3, 30, , 11, 38, 
2019/11/4, 17, 17, 3, 33, 
2019/11/5, 30, 9, 14, 35, 
2019/11/6, 30, 21, 5, 30, 
2019/11/7, 59, 11, 7, 31, 
2019/11/8, 34, 12, 16, 37, 
2019/11/9, 38, 25, 12, 32, 
2019/11/10, 68, 29, 3, 27, 
2019/11/11, 76, 7, 7, 23, 
2019/11/12, 25, 11, 9, 28, 
2019/11/13, 38, 20, 3, 31, 
2019/11/14, 57, 10, 9, 42, 
2019/11/15, 34, 14, 7, 34, 
2019/11/16, 50, 9, , 32, 
2019/11/17, 25, 20, , 48, 
2019/11/18, 55, 20, 5, 33, 
2019/11/19, 53, 25, 8, 28, 
2019/11/20, 61, , 3, 28, 
2019/11/21, 76, 22, 3, 31, 
2019/11/22, 57, 20, 5, 31, 
2019/11/23, 53, 18, 17, 26, 
2019/11/24, 34, 16, 17, 35, 
2019/11/25, 34, 16, 17, 35, 
2019/11/26, 34, 20, 9, 33, 
2019/11/27, 55, 28, 3, 27, 
2019/11/28, 70, 38, 3, 30, 
2019/11/29, 87, 31, 3, 23, 
2019/11/30, 82, 34, 3, 22, 
2019/12/1, 78, 15, 5, 28, 
2019/12/2, 55, 18, 9, 34, 
2019/12/3, 53, 24, 5, 32, 
