codice spira;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;sensor_key
0.127 2.5 4 1;589;1;spira;538;4229;29800;VIA ALESSANDRO GUIDOTTI;4663;4664;4000/343434;A;337;S;187;11.3260133446752;44.4905328608867;44.4905328608867, 11.3260133446752;70;589_0.127 2.5 4 1
0.127 2.6 1 1;956;1;spira;1252;11145;50350;VIALE DEL RISORGIMENTO;1;17692;4000/343434;A;49;N;347;11.328894892;44.490415183;44.490415183, 11.328894892;71;956_0.127 2.6 1 1
0.127 2.7 2 1;596;1;spira;545;161;4850;VIA DELLA BARCA;13552;4463;4000/343434;A;36;E;240;11.2950255046048;44.4947326264752;44.4947326264752, 11.2950255046048;75;596_0.127 2.7 2 1
0.127 2.7 4 1;595;1;spira;544;178;41060;VIA PIETRO NENNI;4518;4463;4000/343434;A;36;SO;141;11.2953728099641;44.4947987486551;44.4947987486551, 11.2953728099641;76;595_0.127 2.7 4 1
0.127 2.9 6 1;162;1;spira;549;3776;60200;VIA LUIGI VALERIANI;13075;4621;4000/343434;A;299;N;342;11.3195970141409;44.4951731390054;44.4951731390054, 11.3195970141409;99;162_0.127 2.9 6 1
0.127 2.10 10 1;917;2;spira;1097;8745;44950;VIALE CARLO PEPOLI;16675;16677;4000/343434;A;338;;14;11.3287720902502;44.4937218654403;44.4937218654403, 11.3287720902502;27;917_0.127 2.10 10 1
0.127 2.10 10 2;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328173238949;44.4948641751239;44.4948641751239, 11.328173238949;28;918_0.127 2.10 10 2
0.127 2.17 4 1;93;1;spira;72;2541;57980;VIALE PALMIRO TOGLIATTI;8764;15510;4000/343434;A;26;NO;70;11.2990999086141;44.502504683895;44.502504683895, 11.2990999086141;32;93_0.127 2.17 4 1
0.127 2.18 10 1;940;2;spira;1150;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;25;;71;11.3098586466771;44.4988392708548;44.4988392708548, 11.3098586466771;36;940_0.127 2.18 10 1
0.127 2.18 10 2;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;11.3094985934965;44.4988573896583;44.4988573896583, 11.3094985934965;37;941_0.127 2.18 10 2
0.127 2.19 6 1;174;1;spira;565;343;39600;VIA MONTEFIORINO;4614;4680;4000/343434;A;24;N;337;11.3160137227682;44.4972742515867;44.4972742515867, 11.3160137227682;38;174_0.127 2.19 6 1
0.127 2.22 4 1;838;1;spira;1179;2513;19330;VIA ADOLFO DE CAROLIS;4502;4458;4000/343434;A;35;O;90;11.296252754040268;44.4997570775895;44.4997570775895, 11.296252754040268;42;838_0.127 2.22 4 1
0.127 2.22 6 1;839;1;spira;1180;171;5800;VIA BATTINDARNO;4501;4502;4000/343434;A;35;NE;336;11.295603661295578;44.49952886623746;44.49952886623746, 11.295603661295578;43;839_0.127 2.22 6 1
0.127 2.27 2 1;305;1;spira;45;6885;59350;VIA DEL TRIUMVIRATO;14472;8592;4000/343434;A;13;S;165;11.2909655173645;44.5116205311171;44.5116205311171, 11.2909655173645;50;305_0.127 2.27 2 1
0.127 2.31 1 1;614;1;spira;948;2742;41430;LARGO BARTOLO NIGRISOLI;8761;15769;4000/343434;A;301;S;155;11.3156585697439;44.5039310321156;44.5039310321156, 11.3156585697439;54;614_0.127 2.31 1 1
0.127 2.33 2 1;288;1;spira;28;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;S;160;11.3217226486705;44.5013990198351;44.5013990198351, 11.3217226486705;59;288_0.127 2.33 2 1
0.127 2.33 6 1;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;11.3215733072765;44.5009942351004;44.5009942351004, 11.3215733072765;60;195_0.127 2.33 6 1
0.127 2.33 10 1;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;11.3216426062022;44.5012616462669;44.5012616462669, 11.3216426062022;61;945_0.127 2.33 10 1
0.127 2.37 4 1;197;1;spira;590;4535;11130;VIA CADUTI DI CASTELDEBOLE;8598;8603;4000/343434;A;32;N;338;11.2791582902115;44.5029076177338;44.5029076177338, 11.2791582902115;62;197_0.127 2.37 4 1
0.127 2.73 2 1;201;1;spira;594;257;4450;VIA IRMA BANDIERA;4597;4598;4000/343434;A;41;S;157;11.3126409560121;44.4920995509245;44.4920995509245, 11.3126409560121;79;201_0.127 2.73 2 1
0.127 2.73 4 1;203;1;spira;596;237;60800;VIA XXI APRILE 1945;4607;4598;4000/343434;A;41;O;97;11.3129387331697;44.4919337687572;44.4919337687572, 11.3129387331697;80;203_0.127 2.73 4 1
0.127 2.73 6 1;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;11.3124430502643;44.4916097902182;44.4916097902182, 11.3124430502643;81;202_0.127 2.73 6 1
0.127 3.1 4 1;833;1;spira;1177;5622;17400;VIA CRISTOFORO COLOMBO;10699;13443;4000/343434;A;210;S;157;11.333142539386;44.5281084535201;44.5281084535201, 11.333142539386;103;833_0.127 3.1 4 1
0.127 3.1 8 1;831;1;spira;1178;3588;17400;VIA CRISTOFORO COLOMBO;10704;10699;4000/343434;A;210;N;337;11.3330417617694;44.5279461761347;44.5279461761347, 11.3330417617694;104;831_0.127 3.1 8 1
0.127 3.2 4 1;891;1;spira;1226;6928;8100;VIA DELLA BEVERARA;8750;14501;4000/343434;A;209;S;201;11.3312656729124;44.5172543649705;44.5172543649705, 11.3312656729124;123;891_0.127 3.2 4 1
0.127 3.6 8 1;391;1;spira;144;2957;13950;VIA CAMILLO CASARINI;10213;10164;4000/343434;A;153;E;260;11.3320599248987;44.5036678917484;44.5036678917484, 11.3320599248987;178;391_0.127 3.6 8 1
0.127 3.18 2 1;228;1;spira;623;9079;17950;VIA DI CORTICELLA;16910;10717;4000/343434;A;213;S;167;11.3495482007066;44.5254538918263;44.5254538918263, 11.3495482007066;116;228_0.127 3.18 2 1
0.127 3.18 4 1;225;1;spira;620;3618;52450;VIA DI SALICETO;10662;10664;4000/343434;A;213;O;60;11.3500607163262;44.5248882528565;44.5248882528565, 11.3500607163262;117;225_0.127 3.18 4 1
0.127 3.18 5 1;230;1;spira;626;3571;19500;VIA FRANCESCA E.DE GIOVANNI;10691;10697;4000/343434;A;213;E;251;11.348363165863;44.5236378759181;44.5236378759181, 11.348363165863;118;230_0.127 3.18 5 1
0.127 3.19 8 1;231;1;spira;627;3295;11850;VIA DIONISIO CALVART;10404;10403;4000/343434;A;214;E;268;11.3474387983304;44.5158753711292;44.5158753711292, 11.3474387983304;121;231_0.127 3.19 8 1
0.127 3.20 2 1;444;1;spira;633;3277;58350;VIA ALFONSO TORREGGIANI;10430;10427;4000/343434;A;258;E;253;11.3474398778084;44.5125624826986;44.5125624826986, 11.3474398778084;125;444_0.127 3.20 2 1
0.127 3.22 2 1;376;1;spira;126;6068;22400;VIA FERRARESE;13833;10348;4000/343434;A;305;SO;131;11.3507776425505;44.5117183664373;44.5117183664373, 11.3507776425505;127;376_0.127 3.22 2 1
0.127 3.24 6 1;455;1;spira;647;3168;41300;VIA NICOLO' DALL'ARCA;10353;10352;4000/343434;A;261;N;351;11.3423814640225;44.5085179954752;44.5085179954752, 11.3423814640225;130;455_0.127 3.24 6 1
0.127 3.31 2 1;465;1;spira;658;10168;30160;PIAZZA RENZO IMBENI;17302;16625;4000/343434;A;154;NO;62;11.362716294189;44.5091938906535;44.5091938906535, 11.362716294189;140;465_0.127 3.31 2 1
0.127 3.34 6 1;847;1;spira;1188;3863;17950;VIA DI CORTICELLA;11099;11104;4000/343434;A;297;N;336;11.355329531769923;44.53599885392517;44.53599885392517, 11.355329531769923;144;847_0.127 3.34 6 1
0.127 3.36 4 1;466;1;spira;660;4770;46430;VIA LUIGI PIRANDELLO;10864;10873;4000/343434;A;114;NO;74;11.3866494492604;44.5124410969678;44.5124410969678, 11.3866494492604;148;466_0.127 3.36 4 1
0.127 3.37 4 1;308;1;spira;243;5580;90060;TANGENZIALE SAN LAZZARO-CASALECCHIO;13426;10869;4000/343434;A;111;NO;35;11.3824443773315;44.5098969391349;44.5098969391349, 11.3824443773315;151;308_0.127 3.37 4 1
0.127 3.37 10 1;932;2;spira;1056;3687;20500;VIA S.DONATO;10614;10878;4000/343434;A;111;SO;129;11.3830481096497;44.5107074164933;44.5107074164933, 11.3830481096497;152;932_0.127 3.37 10 1
0.127 3.38 10 1;933;2;spira;1159;8029;20500;VIA SAN DONATO;10876;16028;4000/343434;A;121;NE;303;11.3795036956243;44.5091048838907;44.5091048838907, 11.3795036956243;154;933_0.127 3.38 10 1
0.127 3.39 4 1;121;1;spira;455;3461;62730;VIALE ZAGABRIA;10571;10578;4000/343434;A;122;NO;50;11.3776892402114;44.5079245293075;44.5079245293075, 11.3776892402114;155;121_0.127 3.39 4 1
0.127 3.39 8 1;470;1;spira;664;3502;33050;VIA NICCOLO' MACHIAVELLI;10623;10625;4000/343434;A;122;SE;209;11.377774719372;44.5086576023656;44.5086576023656, 11.377774719372;156;470_0.127 3.39 8 1
0.127 3.42 8 1;473;1;spira;667;7386;62700;VIA ERMETE ZACCONI;14935;10507;4000/343434;A;134;SE;218;11.3648198856497;44.5040583577683;44.5040583577683, 11.3648198856497;160;473_0.127 3.42 8 1
0.127 3.47 2 1;123;1;spira;197;3351;41650;VIA ERMETE NOVELLI;10454;10452;4000/343434;A;137;SO;127;11.3623794515428;44.5057078087242;44.5057078087242, 11.3623794515428;164;123_0.127 3.47 2 1
0.127 3.50 10 1;920;2;spira;1101;8867;7800;VIALE CARLO BERTI PICHAT;16750;16751;4000/343434;A;128;S;187;11.3564315384379;44.4987748052734;44.4987748052734, 11.3564315384379;168;920_0.127 3.50 10 1
0.127 3.54 2 2;652;1;spira;1076;9328;36750;VIALE ANGELO MASINI;17008;16746;4000/343434;A;263;O;61;11.3496058526481;44.5036332912442;44.5036332912442, 11.3496058526481;172;652_0.127 3.54 2 2
0.127 3.56 4 1;579;1;spira;829;3133;23050;VIA ARISTOTILE FIORAVANTI;10335;10334;4000/343434;A;276;S;172;11.3405934767054;44.5092024956841;44.5092024956841, 11.3405934767054;175;579_0.127 3.56 4 1
0.127 3.64 4 1;655;1;spira;1079;4722;9840;VIA VITTORIO BOTTEGO;10644;10643;4000/343434;A;372;O;81;11.3291142792971;44.5198488925509;44.5198488925509, 11.3291142792971;179;655_0.127 3.64 4 1
0.127 3.67 2 1;687;1;spira;968;9599;17950;VIA DI CORTICELLA;17095;14322;4000/343434;A;358;S;186;11.3561497626136;44.541427302269;44.541427302269, 11.3561497626136;181;687_0.127 3.67 2 1
0.127 3.69 4 1;881;1;spira;1158;10205;57180;VIA UMBERTO TERRACINI;16940;17315;4000/343434;A;402;;324;11.31926615315844;44.51443355041675;44.51443355041675, 11.319266153158441;185;881_0.127 3.69 4 1
0.127 3.81 10 1;936;2;spira;1243;9966;35250;VIA MARCO POLO;17230;8939;4000/343434;A;381;S;169;11.3303668431129;44.5243545195269;44.5243545195269, 11.3303668431129;188;936_0.127 3.81 10 1
0.127 3.83 2 1;957;1;spira;1255;6647;63100;VIA FRANCESCO ZANARDI;8933;14294;4000/343434;A;64;SE;216;11.3191150049104;44.523491159581326;44.523491159581326, 11.3191150049104;189;957_0.127 3.83 2 1
0.127 3.84 2 1;402;1;spira;685;3548;23050;VIA ARISTOTILE FIORAVANTI;10675;10673;4000/343434;A;227;S;198;11.3421320424681;44.5169386740545;44.5169386740545, 11.3421320424681;193;402_0.127 3.84 2 1
0.127 3.84 8 1;403;1;spira;686;6000;4800;VIA FRANCESCO BARBIERI;13771;10673;4000/343434;A;227;E;267;11.3419366407781;44.5167722296285;44.5167722296285, 11.3419366407781;196;403_0.127 3.84 8 1
0.127 3.86 6 1;896;1;spira;1228;3622;22400;VIA FERRARESE;10775;10772;4000/343434;A;102;NE;331;11.356192271576;44.5182700605139;44.5182700605139, 11.356192271576;199;896_0.127 3.86 6 1
0.127 3.87 8 1;852;1;spira;1193;3211;54400;VIA SEBASTIANO SERLIO;10322;10388;4000/343434;A;150;E;261;11.35047699537373;44.508393245937;44.508393245937, 11.35047699537373;201;852_0.127 3.87 8 1
0.127 3.88 4 1;405;1;spira;688;7012;38300;VIA MICHELINO;14563;15108;4000/343434;A;125;NO;355;11.3702339463537;44.5091367043883;44.5091367043883, 11.3702339463537;202;405_0.127 3.88 4 1
0.127 3.88 8 2;754;1;spira;1117;9439;22750;VIALE DELLA FIERA;15108;17048;4000/343434;A;125;O;240;11.3699275621472;44.5094943118922;44.5094943118922, 11.3699275621472;203;754_0.127 3.88 8 2
0.127 3.90 4 1;854;1;spira;1195;3819;48750;VIA QUARTO DI SOPRA;10991;11010;4000/343434;A;232;NO;57;11.410578972327496;44.52410940013124;44.52410940013124, 11.410578972327496;210;854_0.127 3.90 4 1
0.127 3.90 6 1;856;1;spira;1197;4799;20500;VIA SAN DONATO;10991;10992;4000/343434;A;232;NE;308;11.410369186317224;44.52403243227343;44.52403243227343, 11.410369186317224;211;856_0.127 3.90 6 1
0.127 3.90 8 1;853;1;spira;1194;5785;11350;VIA CALAMOSCO;13561;10991;4000/343434;A;232;SE;233;11.410457548192957;44.524141955894045;44.524141955894045, 11.410457548192957;212;853_0.127 3.90 8 1
0.127 3.91 4 1;698;1;spira;1017;10743;40280;VIALE ALDO MORO;17518;16625;4000/343434;A;264;NO;38;11.3644494581845;44.5071286928842;44.5071286928842, 11.3644494581845;213;698_0.127 3.91 4 1
0.127 3.92 2 1;415;1;spira;699;3729;21580;VIALE EUROPA;16904;15791;4000/343434;A;104;O;69;11.3897853137123;44.517957266652;44.517957266652, 11.3897853137123;214;415_0.127 3.92 2 1
0.127 3.93 4 1;419;1;spira;703;10295;11050;VIA CADRIANO;17349;15789;4000/343434;A;106;SE;217;11.381752851058;44.5181320170998;44.5181320170998, 11.381752851058;217;419_0.127 3.93 4 1
0.127 3.93 8 1;418;1;spira;702;3511;11050;VIA CADRIANO;10614;15789;4000/343434;A;106;N;358;11.3821597954981;44.5176521492238;44.5176521492238, 11.3821597954981;219;418_0.127 3.93 8 1
0.127 3.94 2 1;884;1;spira;1234;3837;2900;VIA DELL’ARCOVEGGIO;11057;16569;4000/343434;A;81;SO;143;11.3513144551183;44.5373123872789;44.5373123872789, 11.3513144551183;220;884_0.127 3.94 2 1
0.127 4.1 2 1;65;1;spira;315;8181;37000;VIA ENRICO MATTEI;16214;7014;4000/343434;A;308;O;113;11.4026326471519;44.4951237402558;44.4951237402558, 11.4026326471519;226;65_0.127 4.1 2 1
0.127 4.1 8 1;422;1;spira;707;7547;5300;VIA BASSA DEI SASSI;7022;15277;4000/343434;A;308;S;160;11.4019582125835;44.4953453295626;44.4953453295626, 11.4019582125835;227;422_0.127 4.1 8 1
0.127 4.4 3 1;58;1;spira;305;4444;55630;VIA SPARTACO;6584;6583;4000/343434;A;198;N;348;11.3780980583658;44.4927612958129;44.4927612958129, 11.3780980583658;262;58_0.127 4.4 3 1
0.127 4.6 8 1;425;1;spira;712;4430;7000;VIA GIUSEPPE BENTIVOGLI;6492;6493;4000/343434;A;203;S;190;11.3648976215547;44.4924784259872;44.4924784259872, 11.3648976215547;292;425_0.127 4.6 8 1
0.127 4.7 2 1;70;1;spira;320;1887;61900;VIA SANTE VINCENZI;16003;16002;4000/343434;A;205;O;97;11.3659484700695;44.4962568364728;44.4962568364728, 11.3659484700695;295;70_0.127 4.7 2 1
0.127 4.7 6 1;428;1;spira;716;3317;36700;VIA MASSENZIO MASIA;6549;6547;4000/343434;A;205;E;278;11.3639030753375;44.4972438606922;44.4972438606922, 11.3639030753375;297;428_0.127 4.7 6 1
0.127 4.10 2 1;150;1;spira;238;4009;20830;VIA GIUSEPPE DOZZA;6826;6825;4000/343434;A;168;NO;64;11.4006667410476;44.4736049194063;44.4736049194063, 11.4006667410476;228;150_0.127 4.10 2 1
0.127 4.10 4 1;430;1;spira;719;2137;18180;VIA CRACOVIA;6812;6825;4000/343434;A;168;N;338;11.399907850073;44.4735719625381;44.4735719625381, 11.399907850073;229;430_0.127 4.10 4 1
0.127 4.11 8 1;310;1;spira;245;2185;19000;VIA ALBERTO DALLOLIO;15843;6816;4000/343434;A;167;S;164;11.395951420875;44.4756317797799;44.4756317797799, 11.395951420875;232;310_0.127 4.11 8 1
0.127 4.13 8 1;721;1;spira;1043;4482;8950;VIA PAGANINO BONAFEDE;6886;6885;4000/343434;A;383;SO;162;11.3842257285333;44.4802804399291;44.4802804399291, 11.3842257285333;234;721_0.127 4.13 8 1
0.127 4.22 10 1;949;2;spira;976;459;2250;VIA DELL'ANGELO CUSTODE;5580;5575;4000/343434;A;72;NE;349;11.3700203650975;44.459603892991;44.459603892991, 11.3700203650975;238;949_0.127 4.22 10 1
0.127 4.25 4 1;493;1;spira;742;646;56550;VIA GASPARE TAGLIACOZZI;5821;5814;4000/343434;A;66;E;275;11.3693625953334;44.4725591203819;44.4725591203819, 11.3693625953334;239;493_0.127 4.25 4 1
0.127 4.26 1 1;500;1;spira;749;1941;19260;VIA CARDINALE G. DE ALBORNOZ;6662;5693;4000/343434;A;178;NO;46;11.3765553941676;44.4664605718051;44.4664605718051, 11.3765553941676;241;500_0.127 4.26 1 1
0.127 4.26 6 1;497;1;spira;746;4286;23700;VIA DELLA FOSCHERARA;5735;5736;4000/343434;A;178;E;265;11.3761307035169;44.4677712779438;44.4677712779438, 11.3761307035169;243;497_0.127 4.26 6 1
0.127 4.27 6 1;781;1;spira;1125;9192;3200;VIA DELLE ARMI;5838;16953;4000/343434;A;179;;263;11.3770252297498;44.4708716804641;44.4708716804641, 11.3770252297498;245;781_0.127 4.27 6 1
0.127 4.28 10 1;950;2;spira;1112;4301;50850;VIA AUGUSTO ROMAGNOLI;5856;5857;4000/343434;A;65;O;95;11.3681319626778;44.474403880973;44.474403880973, 11.3681319626778;246;950_0.127 4.28 10 1
0.127 4.32 4 1;119;1;spira;448;1562;54650;VIA SIEPELUNGA;6321;6320;4000/343434;A;61;N;337;11.3620651183721;44.4808757342282;44.4808757342282, 11.3620651183721;248;119_0.127 4.32 4 1
0.127 4.36 4 1;647;1;spira;1070;9908;46650;VIA PO;17208;15891;4000/343434;A;392;N;338;11.3785217104413;44.4756138962856;44.4756138962856, 11.3785217104413;255;647_0.127 4.36 4 1
0.127 4.37 4 1;247;1;spira;767;2122;38480;VIA MILANO;6696;6699;4000/343434;A;180;N;334;11.3820348438904;44.4737663970424;44.4737663970424, 11.3820348438904;257;247_0.127 4.37 4 1
0.127 4.37 8 1;143;1;spira;229;2018;11300;VIA CALABRIA;6750;6699;4000/343434;A;180;SO;152;11.3822511986567;44.4742031448842;44.4742031448842, 11.3822511986567;258;143_0.127 4.37 8 1
0.127 4.39 2 1;249;1;spira;769;1611;38100;VIA GIUSEPPE MEZZOFANTI;6379;6400;4000/343434;A;185;O;63;11.3674104651167;44.482664056567;44.482664056567, 11.3674104651167;261;249_0.127 4.39 2 1
0.127 4.42 2 1;251;1;spira;775;1535;60780;LARGO MARIELE VENTRE;6368;6351;4000/343434;A;57;O;75;11.3583698699594;44.4860825007459;44.4860825007459, 11.3583698699594;264;251_0.127 4.42 2 1
0.127 4.44 6 1;374;1;spira;124;831;14700;VIA CASTIGLIONE;6009;6011;4000/343434;A;55;S;181;11.3482680506818;44.4859346706038;44.4859346706038, 11.3482680506818;267;374_0.127 4.44 6 1
0.127 4.45 10 1;924;2;spira;1114;8726;43950;VIALE ENRICO PANZACCHI;16642;16669;4000/343434;A;54;E;264;11.3425064876232;44.4860039004428;44.4860039004428, 11.3425064876232;271;924_0.127 4.45 10 1
0.127 4.46 3 1;615;1;spira;949;758;34200;VIA S.MAMOLO;5927;16642;4000/343434;A;53;N;358;11.3395539085285;44.4861134789751;44.4861134789751, 11.3395539085285;274;615_0.127 4.46 3 1
0.127 4.46 10 1;925;2;spira;1033;794;34250;PIAZZA DI PORTA S.MAMOLO;5970;16640;4000/343434;A;53;NO;81;11.3396905520958;44.4865094968181;44.4865094968181, 11.3396905520958;276;925_0.127 4.46 10 1
0.127 4.46 10 2;926;2;spira;1032;758;34200;VIA S.MAMOLO;5927;16642;4000/343434;A;53;N;358;11.3395658762685;44.4862972591759;44.4862972591759, 11.3395658762685;277;926_0.127 4.46 10 2
0.127 4.47 6 1;257;1;spira;782;929;33850;VIA MALPERTUSO;27;16657;4000/343434;A;50;S;164;11.3336294462509;44.4889905210763;44.4889905210763, 11.3336294462509;279;257_0.127 4.47 6 1
0.127 4.49 8 1;869;1;spira;1210;1935;5650;VIA DELLA BATTAGLIA;6657;6660;4000/343434;A;177;SO;148;11.379143428023331;44.46640478980036;44.46640478980036, 11.379143428023333;282;869_0.127 4.49 8 1
0.127 4.53 1 1;730;1;spira;980;521;20100;VIA DELLA DIRETTISSIMA;5709;5710;4000/343434;A;377;NO;73;11.3709635701623;44.4642072084006;44.4642072084006, 11.3709635701623;285;730_0.127 4.53 1 1
0.127 4.55 8 1;261;1;spira;844;2261;47050;VIA PIETRO POMPONAZZI;6922;6805;4000/343434;A;284;S;153;11.3871094464057;44.4789034597733;44.4789034597733, 11.3871094464057;288;261_0.127 4.55 8 1
0.127 4.58 1 1;732;1;spira;982;495;52650;VIA ORAZIO SAMACCHINI;5680;5561;4000/343434;A;378;E;263;11.3704132573222;44.4614138489475;44.4614138489475, 11.3704132573222;289;732_0.127 4.58 1 1
0.127 4.58 4 1;733;1;spira;983;501;62350;VIA ANTONIO VIVALDI;15868;5680;4000/343434;A;378;O;84;11.3706441981056;44.4614011597036;44.4614011597036, 11.3706441981056;290;733_0.127 4.58 4 1
0.127 4.65 9 1;664;1;spira;996;1925;1150;VIA ALBERTO MARIO;13519;5534;4000/343434;A;363;SE;221;11.3792125588098;44.4631054315548;44.4631054315548, 11.3792125588098;294;664_0.127 4.65 9 1
0.127 4.70 2 1;857;1;spira;1198;7748;31370;VIALE VLADIMIR ILIC ULJANOV LENIN;6889;15556;4000/343434;A;197;SO;156;11.388272307535637;44.48899985228395;44.48899985228395, 11.388272307535635;299;857_0.127 4.70 2 1
0.127 4.77 2 1;909;1;spira;1249;3726;30180;VIA DELL'INDUSTRIA;10843;10844;4000/343434;A;384;O;104;11.4053983506756;44.5053496724742;44.5053496724742, 11.4053983506756;310;909_0.127 4.77 2 1
0.127 4.77 6 1;911;1;spira;1248;3680;30180;VIA DELL'INDUSTRIA;10858;10843;4000/343434;A;384;E;284;11.4048590181498;44.505242375993;44.505242375993, 11.4048590181498;311;911_0.127 4.77 6 1
0.127 4.77 10 1;954;2;spira;1247;3760;23330;VIA DEL FONDITORE;10843;10860;4000/343434;A;384;N;13;11.4051780405123;44.5052605318242;44.5052605318242, 11.4051780405123;312;954_0.127 4.77 10 1
0.127 4.81 4 1;899;1;spira;1240;9756;20950;VIA DUE MADONNE;16544;17146;4000/343434;A;174;NE;339;11.3982041710514;44.4892418770985;44.4892418770985, 11.3982041710514;315;899_0.127 4.81 4 1
0.127 4.82 8 1;548;1;spira;792;2270;20950;VIA DUE MADONNE;6936;6690;4000/343434;A;194;S;158;11.3930059047516;44.481149996108;44.481149996108, 11.3930059047516;318;548_0.127 4.82 8 1
0.127 4.84 2 1;581;1;spira;835;5009;58600;VIA TOSCANA;5520;5517;4000/343434;A;282;NE;319;11.3592863773055;44.4481463754391;44.4481463754391, 11.3592863773055;319;581_0.127 4.84 2 1
0.127 4.86 6 1;553;1;spira;798;1698;53700;VIA FILIPPO SCHIASSI;6442;6441;4000/343434;A;208;E;250;11.3704599237646;44.4881055068661;44.4881055068661, 11.3704599237646;322;553_0.127 4.86 6 1
0.127 4.87 6 1;874;1;spira;1215;1570;3000;VIA FILIPPO ARGELATI;6365;6366;4000/343434;A;201;NE;333;11.365692633637847;44.48905022144344;44.489050221443435, 11.365692633637849;324;874_0.127 4.87 6 1
0.127 4.88 6 1;862;1;spira;1203;1845;46600;VIA CARLO ALBERTO PIZZARDI;6562;6498;4000/343434;A;202;E;246;11.365643649392748;44.490902889723046;44.490902889723046, 11.365643649392748;325;862_0.127 4.88 6 1
0.127 4.90 4 1;560;1;spira;806;2048;32450;VIA LOMBARDIA;15306;6744;4000/343434;A;192;NE;301;11.3829689410452;44.4765313965249;44.4765313965249, 11.3829689410452;328;560_0.127 4.90 4 1
0.127 4.91 6 1;561;1;spira;807;2196;54750;VIA LUCA SIGNORELLI;6760;15894;4000/343434;A;191;E;243;11.3803716304347;44.4788026021163;44.4788026021163, 11.3803716304347;329;561_0.127 4.91 6 1
0.127 4.95 4 1;573;1;spira;823;1571;42350;VIALE ALFREDO ORIANI;6364;6363;4000/343434;A;187;N;333;11.3615873702947;44.4868491858054;44.4868491858054, 11.3615873702947;331;573_0.127 4.95 4 1
0.127 4.97 6 1;902;1;spira;1238;7470;4600;VIA SANTA BARBARA;5668;15052;4000/343434;A;80;E;265;11.3580878324529;44.4766420208067;44.4766420208067, 11.3580878324529;336;902_0.127 4.97 6 1
0.127 4.97 8 1;905;1;spira;1236;4289;54650;VIA SIEPELUNGA;5790;5668;4000/343434;A;80;SO;124;11.3587719945652;44.4768136065643;44.4768136065643, 11.3587719945652;337;905_0.127 4.97 8 1
1.1 1.2 4 1;274;1;spira;13;3311;30400;VIA IRNERIO;10461;10297;4000/343434;A;310;O;85;11.3541905267056;44.4988352006824;44.4988352006824, 11.3541905267056;340;274_1.1 1.2 4 1
1.1 3.50 6 1;153;1;spira;497;3362;30400;VIA IRNERIO;10461;10460;4000/343434;A;310;E;252;11.3544256459412;44.4986745500237;44.4986745500237, 11.3544256459412;341;153_1.1 3.50 6 1
1.2 1.3 4 1;276;1;spira;15;4643;30400;VIA IRNERIO;10285;15185;4000/343434;A;314;O;80;11.3503575936824;44.4997826599602;44.4997826599602, 11.3503575936824;363;276_1.2 1.3 4 1
1.3 1.2 8 1;157;1;spira;502;4643;30400;VIA IRNERIO;15185;10285;4000/343434;A;315;E;253;11.3492242898421;44.4999688279646;44.4999688279646, 11.3492242898421;364;157_1.3 1.2 8 1
1.3 1.4 4 1;158;1;spira;503;3076;30400;VIA IRNERIO;15185;15174;4000/343434;A;315;O;80;11.3488837772446;44.5001454592337;44.5001454592337, 11.3488837772446;365;158_1.3 1.4 4 1
1.3 3.54 6 1;277;1;spira;16;3072;9450;VIA DEL BORGO DI S.PIETRO;15185;15183;4000/343434;A;315;N;330;11.3491670622651;44.500196171144;44.500196171144, 11.3491670622651;366;277_1.3 3.54 6 1
1.3 3.54 6 2;657;1;spira;1081;3111;25250;MURA DI PORTA GALLIERA;15192;15198;4000/343434;A;263;N;339;11.3505678317739;44.5028662709022;44.5028662709022, 11.3505678317739;367;657_1.3 3.54 6 2
1.4 1.3 8 1;519;1;spira;902;3070;30400;VIA IRNERIO;15170;15174;4000/343434;A;318;E;253;11.3473933293812;44.500438454732;44.500438454732, 11.3473933293812;368;519_1.4 1.3 8 1
1.4 1.5 4 1;528;1;spira;508;3123;30400;VIA IRNERIO;10245;10246;4000/343434;A;317;O;72;11.3460261260327;44.5008471200629;44.5008471200629, 11.3460261260327;371;528_1.4 1.5 4 1
1.5 1.4 8 1;278;1;spira;17;4639;30400;VIA IRNERIO;10278;10246;4000/343434;A;250;E;260;11.344580200454;44.501127242279;44.501127242279, 11.344580200454;372;278_1.5 1.4 8 1
1.5 3.25 6 1;279;1;spira;18;4640;30150;VIA DELL'INDIPENDENZA;10278;10277;4000/343434;A;250;N;0;11.3445247412256;44.5014009848541;44.5014009848541, 11.3445247412256;375;279_1.5 3.25 6 1
